Frame;Timestamp;Real Hand Position;Real Hand Rotation;Virtual Hand Position;Virtual Hand Rotation;Target;Redirection Technique;Target Real Position;Target Real Rotation;Target Virtual Position;Target Virtual Rotation;Body Position;Body Rotation;
721;2025/10/23 17:34:35 762;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
722;2025/10/23 17:34:35 775;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
723;2025/10/23 17:34:35 788;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
724;2025/10/23 17:34:35 803;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
725;2025/10/23 17:34:35 817;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
726;2025/10/23 17:34:35 831;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
727;2025/10/23 17:34:35 844;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
728;2025/10/23 17:34:35 859;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
729;2025/10/23 17:34:35 873;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
730;2025/10/23 17:34:35 887;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
731;2025/10/23 17:34:35 900;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
732;2025/10/23 17:34:35 913;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
733;2025/10/23 17:34:35 927;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
734;2025/10/23 17:34:35 941;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
735;2025/10/23 17:34:35 957;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
736;2025/10/23 17:34:35 969;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
737;2025/10/23 17:34:35 984;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
738;2025/10/23 17:34:35 997;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
739;2025/10/23 17:34:36 11;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
740;2025/10/23 17:34:36 24;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
741;2025/10/23 17:34:36 39;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
742;2025/10/23 17:34:36 52;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
743;2025/10/23 17:34:36 111;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
744;2025/10/23 17:34:36 121;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
745;2025/10/23 17:34:36 135;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
746;2025/10/23 17:34:36 148;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
747;2025/10/23 17:34:36 163;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
748;2025/10/23 17:34:36 177;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
749;2025/10/23 17:34:36 190;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
750;2025/10/23 17:34:36 204;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
751;2025/10/23 17:34:36 218;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
752;2025/10/23 17:34:36 233;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
753;2025/10/23 17:34:36 246;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
754;2025/10/23 17:34:36 261;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
755;2025/10/23 17:34:36 274;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
756;2025/10/23 17:34:36 288;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
757;2025/10/23 17:34:36 302;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
758;2025/10/23 17:34:36 317;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
759;2025/10/23 17:34:36 329;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
760;2025/10/23 17:34:36 345;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
761;2025/10/23 17:34:36 358;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
762;2025/10/23 17:34:36 372;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
763;2025/10/23 17:34:36 387;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
764;2025/10/23 17:34:36 399;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
765;2025/10/23 17:34:36 413;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
766;2025/10/23 17:34:36 427;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
767;2025/10/23 17:34:36 441;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
768;2025/10/23 17:34:36 454;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
769;2025/10/23 17:34:36 470;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
770;2025/10/23 17:34:36 483;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
771;2025/10/23 17:34:36 497;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
772;2025/10/23 17:34:36 511;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
773;2025/10/23 17:34:36 524;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
774;2025/10/23 17:34:36 539;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
775;2025/10/23 17:34:36 553;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
776;2025/10/23 17:34:36 567;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
777;2025/10/23 17:34:36 581;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
778;2025/10/23 17:34:36 595;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
779;2025/10/23 17:34:36 608;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
780;2025/10/23 17:34:36 623;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
781;2025/10/23 17:34:36 637;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
782;2025/10/23 17:34:36 650;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
783;2025/10/23 17:34:36 663;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
784;2025/10/23 17:34:36 678;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
785;2025/10/23 17:34:36 692;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
786;2025/10/23 17:34:36 706;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
787;2025/10/23 17:34:36 720;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
788;2025/10/23 17:34:36 733;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
789;2025/10/23 17:34:36 748;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
790;2025/10/23 17:34:36 762;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
791;2025/10/23 17:34:36 776;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
792;2025/10/23 17:34:36 788;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
793;2025/10/23 17:34:36 804;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
794;2025/10/23 17:34:36 817;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
795;2025/10/23 17:34:36 831;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
796;2025/10/23 17:34:36 845;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
797;2025/10/23 17:34:36 860;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
798;2025/10/23 17:34:36 873;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
799;2025/10/23 17:34:36 886;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
800;2025/10/23 17:34:36 901;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
801;2025/10/23 17:34:36 916;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
802;2025/10/23 17:34:36 929;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
803;2025/10/23 17:34:36 941;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
804;2025/10/23 17:34:36 957;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
805;2025/10/23 17:34:36 971;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
806;2025/10/23 17:34:36 985;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
807;2025/10/23 17:34:36 998;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
808;2025/10/23 17:34:37 12;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
809;2025/10/23 17:34:37 27;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
810;2025/10/23 17:34:37 40;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
811;2025/10/23 17:34:37 53;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
812;2025/10/23 17:34:37 67;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
813;2025/10/23 17:34:37 83;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
